10, 0.25, 0, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 0.25, 0, 0.25, 1000, 559.91, 1.91, 0.36, 0.36
10, 0.25, 0, 0.5, 1000, 309.9, 268.9, 0.1, 0.1
10, 0.25, 0, 0.75, 1000, 128.26, 95.26, 0.0, 0.0
10, 0.25, 0, 1.0, 1000, 141.67, 100.67, 0.0, 0.0
10, 0.25, 0.25, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 0.25, 0.25, 0.25, 1000, 433.4, 183.4, 0.25, 0.25
10, 0.25, 0.25, 0.5, 1000, 325.37, 354.63, 0.13, 0.13
10, 0.25, 0.25, 0.75, 1000, 125.27, 62.27, 0.0, 0.0
10, 0.25, 0.25, 1.0, 1000, 135.69, 109.69, 0.0, 0.0
10, 0.25, 0.5, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 0.25, 0.5, 0.25, 1000, 530.54, 469.46, 0.34, 0.66
10, 0.25, 0.5, 0.5, 1000, 350.63, 8.37, 0.07, 0.07
10, 0.25, 0.5, 0.75, 1000, 141.38, 154.62, 0.0, 0.0
10, 0.25, 0.5, 1.0, 1000, 154.83, 367.17, 0.0, 0.0
10, 0.25, 0.75, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 0.25, 0.75, 0.25, 1000, 490.09, 509.91, 0.27, 0.73
10, 0.25, 0.75, 0.5, 1000, 356.18, 252.18, 0.14, 0.14
10, 0.25, 0.75, 0.75, 1000, 116.23, 98.23, 0.0, 0.0
10, 0.25, 0.75, 1.0, 1000, 127.89, 11.11, 0.01, 0.01
10, 0.25, 1.0, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 0.25, 1.0, 0.25, 1000, 589.7, 410.3, 0.39, 0.61
10, 0.25, 1.0, 0.5, 1000, 328.9, 216.9, 0.1, 0.1
10, 0.25, 1.0, 0.75, 1000, 147.67, 56.67, 0.0, 0.0
10, 0.25, 1.0, 1.0, 1000, 176.8, 147.2, 0.0, 0.0
10, 0.5, 0, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 0.5, 0, 0.25, 1000, 497.24, 459.24, 0.31, 0.31
10, 0.5, 0, 0.5, 1000, 290.36, 266.36, 0.03, 0.03
10, 0.5, 0, 0.75, 1000, 626.82, 373.18, 0.36, 0.64
10, 0.5, 0, 1.0, 1000, 770.76, 229.24, 0.57, 0.43
10, 0.5, 0.25, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 0.5, 0.25, 0.25, 1000, 526.89, 473.11, 0.35, 0.65
10, 0.5, 0.25, 0.5, 1000, 315.74, 573.26, 0.04, 0.04
10, 0.5, 0.25, 0.75, 1000, 598.25, 438.25, 0.34, 0.34
10, 0.5, 0.25, 1.0, 1000, 751.87, 209.87, 0.56, 0.56
10, 0.5, 0.5, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 0.5, 0.5, 0.25, 1000, 534.15, 506.15, 0.29, 0.29
10, 0.5, 0.5, 0.5, 1000, 368.24, 164.24, 0.07, 0.07
10, 0.5, 0.5, 0.75, 1000, 629.64, 370.36, 0.34, 0.66
10, 0.5, 0.5, 1.0, 1000, 749.29, 250.71, 0.56, 0.44
10, 0.5, 0.75, 0, 1000, 990.07, 9.93, 0.99, 0.01
10, 0.5, 0.75, 0.25, 1000, 530.98, 469.02, 0.29, 0.71
10, 0.5, 0.75, 0.5, 1000, 298.63, 195.37, 0.04, 0.04
10, 0.5, 0.75, 0.75, 1000, 578.38, 409.62, 0.26, 0.26
10, 0.5, 0.75, 1.0, 1000, 743.46, 256.54, 0.5, 0.5
10, 0.5, 1.0, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 0.5, 1.0, 0.25, 1000, 526.57, 473.43, 0.33, 0.67
10, 0.5, 1.0, 0.5, 1000, 302.06, 131.06, 0.02, 0.02
10, 0.5, 1.0, 0.75, 1000, 616.21, 161.21, 0.34, 0.34
10, 0.5, 1.0, 1.0, 1000, 749.73, 250.27, 0.6, 0.4
10, 0.75, 0, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 0.75, 0, 0.25, 1000, 449.45, 297.45, 0.15, 0.15
10, 0.75, 0, 0.5, 1000, 841.39, 740.39, 0.71, 0.71
10, 0.75, 0, 0.75, 1000, 891.49, 108.51, 0.79, 0.21
10, 0.75, 0, 1.0, 1000, 902.02, 64.02, 0.79, 0.79
10, 0.75, 0.25, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 0.75, 0.25, 0.25, 1000, 517.83, 185.83, 0.22, 0.22
10, 0.75, 0.25, 0.5, 1000, 822.61, 177.39, 0.68, 0.32
10, 0.75, 0.25, 0.75, 1000, 944.48, 55.52, 0.83, 0.17
10, 0.75, 0.25, 1.0, 1000, 913.06, 86.94, 0.83, 0.17
10, 0.75, 0.5, 0, 1000, 990.13, 9.87, 0.99, 0.01
10, 0.75, 0.5, 0.25, 1000, 533.25, 212.25, 0.19, 0.19
10, 0.75, 0.5, 0.5, 1000, 808.63, 191.37, 0.68, 0.32
10, 0.75, 0.5, 0.75, 1000, 939.0, 61.0, 0.88, 0.12
10, 0.75, 0.5, 1.0, 1000, 960.8, 39.2, 0.9, 0.1
10, 0.75, 0.75, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 0.75, 0.75, 0.25, 1000, 512.08, 406.08, 0.19, 0.19
10, 0.75, 0.75, 0.5, 1000, 829.34, 170.66, 0.68, 0.32
10, 0.75, 0.75, 0.75, 1000, 951.4, 48.6, 0.86, 0.14
10, 0.75, 0.75, 1.0, 1000, 901.03, 672.03, 0.82, 0.82
10, 0.75, 1.0, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 0.75, 1.0, 0.25, 1000, 516.01, 238.99, 0.19, 0.19
10, 0.75, 1.0, 0.5, 1000, 892.55, 107.45, 0.79, 0.21
10, 0.75, 1.0, 0.75, 1000, 891.42, 108.58, 0.78, 0.22
10, 0.75, 1.0, 1.0, 1000, 945.09, 54.91, 0.87, 0.13
10, 1.0, 0, 0, 1000, 990.01, 9.99, 0.99, 0.01
10, 1.0, 0, 0.25, 1000, 976.65, 23.35, 0.97, 0.03
10, 1.0, 0, 0.5, 1000, 985.77, 14.23, 0.98, 0.02
10, 1.0, 0, 0.75, 1000, 1000.0, 0.0, 1.0, 0.0
10, 1.0, 0, 1.0, 1000, 991.84, 8.16, 0.99, 0.01
10, 1.0, 0.25, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 1.0, 0.25, 0.25, 1000, 1000.0, 0.0, 1.0, 0.0
10, 1.0, 0.25, 0.5, 1000, 991.24, 8.76, 0.99, 0.01
10, 1.0, 0.25, 0.75, 1000, 998.31, 1.69, 0.99, 0.01
10, 1.0, 0.25, 1.0, 1000, 974.09, 25.91, 0.95, 0.05
10, 1.0, 0.5, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 1.0, 0.5, 0.25, 1000, 998.18, 1.82, 0.98, 0.02
10, 1.0, 0.5, 0.5, 1000, 975.94, 24.06, 0.97, 0.03
10, 1.0, 0.5, 0.75, 1000, 983.71, 16.29, 0.96, 0.04
10, 1.0, 0.5, 1.0, 1000, 986.58, 13.42, 0.97, 0.03
10, 1.0, 0.75, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 1.0, 0.75, 0.25, 1000, 984.77, 15.23, 0.98, 0.02
10, 1.0, 0.75, 0.5, 1000, 989.14, 10.86, 0.98, 0.02
10, 1.0, 0.75, 0.75, 1000, 971.52, 28.48, 0.94, 0.06
10, 1.0, 0.75, 1.0, 1000, 991.46, 8.54, 0.99, 0.01
10, 1.0, 1.0, 0, 1000, 1000.0, 0.0, 1.0, 0.0
10, 1.0, 1.0, 0.25, 1000, 992.47, 228.47, 0.97, 0.97
10, 1.0, 1.0, 0.5, 1000, 977.87, 22.13, 0.95, 0.05
10, 1.0, 1.0, 0.75, 1000, 970.56, 29.44, 0.94, 0.06
10, 1.0, 1.0, 1.0, 1000, 977.82, 22.18, 0.96, 0.04
30, 0.25, 0, 0, 1000, 1000.0, 0.0, 1.0, 0.0
30, 0.25, 0, 0.25, 1000, 393.78, 292.78, 0.22, 0.22
30, 0.25, 0, 0.5, 1000, 194.43, 187.43, 0.06, 0.06
30, 0.25, 0, 0.75, 1000, 79.73, 71.73, 0.0, 0.0
30, 0.25, 0, 1.0, 1000, 73.77, 25.23, 0.0, 0.0
30, 0.25, 0.25, 0, 1000, 1000.0, 0.0, 1.0, 0.0
30, 0.25, 0.25, 0.25, 1000, 406.95, 274.05, 0.22, 0.22
30, 0.25, 0.25, 0.5, 1000, 219.44, 205.44, 0.07, 0.07
30, 0.25, 0.25, 0.75, 1000, 70.41, 46.41, 0.0, 0.0
30, 0.25, 0.25, 1.0, 1000, 72.27, 36.27, 0.0, 0.0
30, 0.25, 0.5, 0, 1000, 1000.0, 0.0, 1.0, 0.0
30, 0.25, 0.5, 0.25, 1000, 414.13, 349.13, 0.21, 0.21
30, 0.25, 0.5, 0.5, 1000, 263.69, 226.69, 0.07, 0.07
30, 0.25, 0.5, 0.75, 1000, 82.34, 112.66, 0.0, 0.0
30, 0.25, 0.5, 1.0, 1000, 70.67, 50.67, 0.0, 0.0
30, 0.25, 0.75, 0, 1000, 990.02, 9.98, 0.99, 0.01
30, 0.25, 0.75, 0.25, 1000, 364.94, 112.94, 0.17, 0.17
30, 0.25, 0.75, 0.5, 1000, 194.78, 67.78, 0.03, 0.03
30, 0.25, 0.75, 0.75, 1000, 63.6, 45.6, 0.0, 0.0
30, 0.25, 0.75, 1.0, 1000, 70.99, 62.01, 0.0, 0.0
30, 0.25, 1.0, 0, 1000, 1000.0, 0.0, 1.0, 0.0
30, 0.25, 1.0, 0.25, 1000, 421.43, 402.43, 0.26, 0.26
30, 0.25, 1.0, 0.5, 1000, 207.49, 194.49, 0.06, 0.06
30, 0.25, 1.0, 0.75, 1000, 85.83, 98.17, 0.0, 0.0
30, 0.25, 1.0, 1.0, 1000, 81.66, 53.66, 0.0, 0.0
30, 0.5, 0, 0, 1000, 990.12, 9.88, 0.99, 0.01
30, 0.5, 0, 0.25, 1000, 377.94, 622.06, 0.22, 0.78
30, 0.5, 0, 0.5, 1000, 152.44, 144.44, 0.02, 0.02
30, 0.5, 0, 0.75, 1000, 176.84, 11.84, 0.0, 0.0
30, 0.5, 0, 1.0, 1000, 360.99, 296.99, 0.07, 0.07
30, 0.5, 0.25, 0, 1000, 980.39, 19.61, 0.98, 0.02
30, 0.5, 0.25, 0.25, 1000, 326.02, 594.98, 0.17, 0.17
30, 0.5, 0.25, 0.5, 1000, 129.37, 73.63, 0.02, 0.02
30, 0.5, 0.25, 0.75, 1000, 176.2, 86.2, 0.0, 0.0
30, 0.5, 0.25, 1.0, 1000, 360.22, 216.22, 0.1, 0.1
30, 0.5, 0.5, 0, 1000, 970.25, 29.75, 0.97, 0.03
30, 0.5, 0.5, 0.25, 1000, 437.59, 546.41, 0.27, 0.27
30, 0.5, 0.5, 0.5, 1000, 135.24, 78.76, 0.02, 0.02
30, 0.5, 0.5, 0.75, 1000, 168.59, 82.41, 0.01, 0.01
30, 0.5, 0.5, 1.0, 1000, 363.48, 636.52, 0.04, 0.96
30, 0.5, 0.75, 0, 1000, 970.3, 29.7, 0.97, 0.03
30, 0.5, 0.75, 0.25, 1000, 355.02, 43.02, 0.2, 0.2
30, 0.5, 0.75, 0.5, 1000, 161.58, 135.58, 0.03, 0.03
30, 0.5, 0.75, 0.75, 1000, 172.15, 127.15, 0.01, 0.01
30, 0.5, 0.75, 1.0, 1000, 380.67, 214.67, 0.11, 0.11
30, 0.5, 1.0, 0, 1000, 970.36, 29.64, 0.97, 0.03
30, 0.5, 1.0, 0.25, 1000, 414.4, 295.6, 0.23, 0.23
30, 0.5, 1.0, 0.5, 1000, 157.64, 76.64, 0.0, 0.0
